Ensembl_ID	Symbol	chrom	chromStart	chromEnd	ClassType
ENSG00000274523.3	WBSCR16	chr7	75027122	75074228	protein_coding
ENSG00000185274.10	WBSCR17	chr7	71132169	71713600	protein_coding
ENSG00000071462.10	WBSCR22	chr7	73683025	73705161	protein_coding
ENSG00000165171.9	WBSCR27	chr7	73834590	73842535	protein_coding
ENSG00000175877.3	WBSCR28	chr7	73861159	73865893	protein_coding
ENSG00000085449.13	WDFY1	chr2	223855716	223945387	protein_coding
ENSG00000139668.8	WDFY2	chr13	51584455	51767707	protein_coding
ENSG00000163625.14	WDFY3	chr4	84669610	84966391	protein_coding
ENSG00000128815.16	WDFY4	chr10	48684876	48982956	protein_coding
ENSG00000198554.10	WDHD1	chr14	54938950	55027105	protein_coding
ENSG00000143951.14	WDPCP	chr2	63121383	63827843	protein_coding
ENSG00000071127.15	WDR1	chr4	10074339	10116949	protein_coding
ENSG00000120008.14	WDR11	chr10	120851175	120909524	protein_coding
ENSG00000138442.8	WDR12	chr2	202874782	203014798	protein_coding
ENSG00000101940.16	WDR13	chrX	48590042	48608867	protein_coding
ENSG00000150627.14	WDR17	chr4	176065834	176182818	protein_coding
ENSG00000065268.9	WDR18	chr19	984271	998438	protein_coding
ENSG00000157796.16	WDR19	chr4	39182404	39285810	protein_coding
ENSG00000140153.16	WDR20	chr14	102139503	102224847	protein_coding
ENSG00000127580.14	WDR24	chr16	684622	690444	protein_coding
ENSG00000176473.12	WDR25	chr14	100376418	100530303	protein_coding
ENSG00000162923.13	WDR26	chr1	224385143	224437033	protein_coding
ENSG00000184465.14	WDR27	chr6	169457212	169702048	protein_coding
ENSG00000065183.14	WDR3	chr1	117929720	117966542	protein_coding
ENSG00000148225.14	WDR31	chr9	113313222	113340298	protein_coding
ENSG00000136709.10	WDR33	chr2	127701022	127811187	protein_coding
ENSG00000119333.10	WDR34	chr9	128633661	128656787	protein_coding
ENSG00000118965.13	WDR35	chr2	19910260	19990131	protein_coding
ENSG00000134987.10	WDR36	chr5	111091716	111130502	protein_coding
ENSG00000047056.13	WDR37	chr10	1049538	1132297	protein_coding
ENSG00000136918.6	WDR38	chr9	124853417	124857890	protein_coding
ENSG00000160193.10	WDR4	chr21	42843094	42879568	protein_coding
ENSG00000164253.11	WDR41	chr5	77425970	77620611	protein_coding
ENSG00000163811.10	WDR43	chr2	28894643	28948222	protein_coding
ENSG00000131725.12	WDR44	chrX	118346073	118449961	protein_coding
ENSG00000196998.14	WDR45	chrX	49074433	49101170	protein_coding
ENSG00000141580.14	WDR45B	chr17	82614562	82648553	protein_coding
ENSG00000227057.6	WDR46	chr6	33279108	33289527	protein_coding
ENSG00000085433.14	WDR47	chr1	108970214	109042113	protein_coding
ENSG00000114742.12	WDR48	chr3	39051998	39096671	protein_coding
ENSG00000174776.9	WDR49	chr3	167478684	167653983	protein_coding
ENSG00000196363.8	WDR5	chr9	134135365	134159968	protein_coding
ENSG00000185798.7	WDR53	chr3	196554177	196568674	protein_coding
ENSG00000005448.15	WDR54	chr2	74421678	74425755	protein_coding
ENSG00000120314.17	WDR55	chr5	140664676	140674124	protein_coding
ENSG00000103091.13	WDR59	chr16	74871367	75000173	protein_coding
ENSG00000196981.3	WDR5B	chr3	122412332	122416051	protein_coding
ENSG00000178252.16	WDR6	chr3	49007062	49015953	protein_coding
ENSG00000126870.14	WDR60	chr7	158856578	158956747	protein_coding
ENSG00000140395.7	WDR61	chr15	78277835	78299794	protein_coding
ENSG00000075702.15	WDR62	chr19	36054881	36105106	protein_coding
ENSG00000162643.11	WDR63	chr1	84999147	85133138	protein_coding
ENSG00000162843.16	WDR64	chr1	241652278	241802133	protein_coding
ENSG00000158023.8	WDR66	chr12	121917862	122003927	protein_coding
ENSG00000091157.12	WDR7	chr18	56651343	57036606	protein_coding
ENSG00000082068.7	WDR70	chr5	37379212	37753435	protein_coding
ENSG00000166415.13	WDR72	chr15	53513741	53762878	protein_coding
ENSG00000177082.11	WDR73	chr15	84639281	84654343	protein_coding
ENSG00000133316.14	WDR74	chr11	62832342	62841809	protein_coding
ENSG00000115368.8	WDR75	chr2	189441433	189475565	protein_coding
ENSG00000092470.10	WDR76	chr15	43826963	43868419	protein_coding
ENSG00000116455.12	WDR77	chr1	111439890	111449376	protein_coding
ENSG00000152763.15	WDR78	chr1	66812885	66924887	protein_coding
ENSG00000167716.17	WDR81	chr17	1716523	1738599	protein_coding
ENSG00000164091.10	WDR82	chr3	52254421	52288020	protein_coding
ENSG00000123154.10	WDR83	chr19	12666800	12675832	protein_coding
ENSG00000105583.8	WDR83OS	chr19	12668071	12671356	protein_coding
ENSG00000187260.14	WDR86	chr7	151375909	151410727	protein_coding
ENSG00000171804.8	WDR87	chr19	37884823	37906677	protein_coding
ENSG00000166359.9	WDR88	chr19	33132090	33175795	protein_coding
ENSG00000140006.10	WDR89	chr14	63597039	63641861	protein_coding
ENSG00000161996.16	WDR90	chr16	649311	667833	protein_coding
ENSG00000105875.12	WDR91	chr7	135183839	135211534	protein_coding
ENSG00000243667.5	WDR92	chr2	68122936	68157560	protein_coding
ENSG00000140527.13	WDR93	chr15	89690797	89743638	protein_coding
ENSG00000196151.9	WDSUB1	chr2	159235793	159286799	protein_coding
ENSG00000142784.14	WDTC1	chr1	27234516	27308633	protein_coding
ENSG00000156795.5	WDYHV1	chr8	123416725	123467230	protein_coding
ENSG00000166483.9	WEE1	chr11	9573681	9593457	protein_coding
ENSG00000214102.6	WEE2	chr7	141708353	141731271	protein_coding
ENSG00000103175.9	WFDC1	chr16	84294646	84329851	protein_coding
ENSG00000180305.4	WFDC10A	chr20	45629526	45631196	protein_coding
ENSG00000182931.8	WFDC10B	chr20	45684653	45705019	protein_coding
ENSG00000180083.9	WFDC11	chr20	45648563	45670270	protein_coding
ENSG00000168703.5	WFDC12	chr20	45123425	45124465	protein_coding
ENSG00000168634.4	WFDC13	chr20	45702016	45708817	protein_coding
ENSG00000101443.16	WFDC2	chr20	45469706	45481532	protein_coding
ENSG00000124116.17	WFDC3	chr20	45747944	45791932	protein_coding
ENSG00000175121.10	WFDC5	chr20	45109452	45115172	protein_coding
ENSG00000243543.7	WFDC6	chr20	45534196	45539495	protein_coding
ENSG00000158901.10	WFDC8	chr20	45551153	45579326	protein_coding
ENSG00000180205.3	WFDC9	chr20	45607939	45631268	protein_coding
ENSG00000127578.6	WFIKKN1	chr16	629239	634116	protein_coding
ENSG00000173714.7	WFIKKN2	chr17	50834650	50842348	protein_coding
ENSG00000109501.12	WFS1	chr4	6269849	6303265	protein_coding
ENSG00000156232.7	WHAMM	chr15	82809628	82836108	protein_coding
ENSG00000109685.16	WHSC1	chr4	1871424	1982207	protein_coding
ENSG00000147548.15	WHSC1L1	chr8	38269697	38382272	protein_coding
ENSG00000248767.1	WI2-2373I1.2	chr7	291344	294422	protein_coding
ENSG00000156076.8	WIF1	chr12	65050626	65121566	protein_coding
ENSG00000115935.15	WIPF1	chr2	174559572	174682916	protein_coding
ENSG00000171475.12	WIPF2	chr17	40219304	40284136	protein_coding
ENSG00000122574.9	WIPF3	chr7	29806486	29917066	protein_coding
ENSG00000070540.11	WIPI1	chr17	68420948	68457513	protein_coding
ENSG00000157954.13	WIPI2	chr7	5190188	5233826	protein_coding
ENSG00000104415.12	WISP1	chr8	133191039	133230344	protein_coding
ENSG00000064205.9	WISP2	chr20	44714844	44728509	protein_coding
ENSG00000112761.17	WISP3	chr6	112054072	112070969	protein_coding
ENSG00000011451.16	WIZ	chr19	15419980	15449951	protein_coding
ENSG00000116729.12	WLS	chr1	68098473	68233120	protein_coding
ENSG00000060237.15	WNK1	chr12	752593	911452	protein_coding
ENSG00000165238.15	WNK2	chr9	93184916	93320572	protein_coding
ENSG00000196632.9	WNK3	chrX	54192823	54358642	protein_coding
ENSG00000126562.15	WNK4	chr17	42780678	42796936	protein_coding
ENSG00000125084.10	WNT1	chr12	48978453	48981676	protein_coding
ENSG00000135925.7	WNT10A	chr2	218880363	218899581	protein_coding
ENSG00000169884.12	WNT10B	chr12	48965340	48971763	protein_coding
ENSG00000085741.11	WNT11	chr11	76186325	76210736	protein_coding
ENSG00000002745.11	WNT16	chr7	121325367	121341104	protein_coding
ENSG00000105989.7	WNT2	chr7	117276631	117323289	protein_coding
ENSG00000134245.16	WNT2B	chr1	112466541	112530165	protein_coding
ENSG00000108379.8	WNT3	chr17	46762506	46833154	protein_coding
ENSG00000154342.5	WNT3A	chr1	228007051	228061260	protein_coding
ENSG00000162552.13	WNT4	chr1	22117305	22143969	protein_coding
ENSG00000114251.12	WNT5A	chr3	55465715	55490539	protein_coding
ENSG00000111186.11	WNT5B	chr12	1529891	1647243	protein_coding
ENSG00000115596.3	WNT6	chr2	218859821	218874233	protein_coding
ENSG00000154764.5	WNT7A	chr3	13816258	13880121	protein_coding
ENSG00000188064.8	WNT7B	chr22	45920362	45977129	protein_coding
ENSG00000061492.10	WNT8A	chr5	138083892	138092365	protein_coding
ENSG00000075290.7	WNT8B	chr10	100463041	100483744	protein_coding
ENSG00000143816.7	WNT9A	chr1	227918656	227947898	protein_coding
ENSG00000158955.9	WNT9B	chr17	46833201	46886730	protein_coding
ENSG00000141499.15	WRAP53	chr17	7686071	7703502	protein_coding
ENSG00000116213.14	WRAP73	chr1	3630767	3652761	protein_coding
ENSG00000182093.13	WRB	chr21	39380244	39428528	protein_coding
ENSG00000165392.8	WRN	chr8	31033801	31173769	protein_coding
ENSG00000124535.14	WRNIP1	chr6	2765414	2786952	protein_coding
ENSG00000109046.13	WSB1	chr17	27294076	27315926	protein_coding
ENSG00000176871.7	WSB2	chr12	118032694	118062430	protein_coding
ENSG00000179314.12	WSCD1	chr17	5772234	6124427	protein_coding
ENSG00000075035.8	WSCD2	chr12	108129471	108250537	protein_coding
ENSG00000184937.11	WT1	chr11	32387775	32435630	protein_coding
ENSG00000146457.13	WTAP	chr6	159725585	159756319	protein_coding
ENSG00000142279.11	WTIP	chr19	34481638	34512304	protein_coding
ENSG00000113645.12	WWC1	chr5	168291651	168472303	protein_coding
ENSG00000151718.14	WWC2	chr4	183099293	183320777	protein_coding
ENSG00000047644.16	WWC3	chrX	10015562	10144478	protein_coding
ENSG00000186153.15	WWOX	chr16	78099413	79212667	protein_coding
ENSG00000123124.12	WWP1	chr8	86342738	86478420	protein_coding
ENSG00000198373.11	WWP2	chr16	69762306	69941741	protein_coding
ENSG00000018408.13	WWTR1	chr3	149517235	149736714	protein_coding
ENSG00000076924.10	XAB2	chr19	7619525	7629565	protein_coding
ENSG00000132530.15	XAF1	chr17	6755447	6775647	protein_coding
ENSG00000204382.10	XAGE1B	chrX	52512077	52520803	protein_coding
ENSG00000155622.6	XAGE2B	chrX	52369030	52375680	protein_coding
ENSG00000171402.13	XAGE3	chrX	52862525	52868068	protein_coding
ENSG00000171405.11	XAGE5	chrX	52812204	52818301	protein_coding
ENSG00000100219.15	XBP1	chr22	28794555	28800597	protein_coding
ENSG00000143184.4	XCL1	chr1	168576473	168582077	protein_coding
ENSG00000143185.3	XCL2	chr1	168540765	168543997	protein_coding
ENSG00000173578.7	XCR1	chr3	46017024	46027742	protein_coding
ENSG00000158125.8	XDH	chr2	31334321	31414715	protein_coding
ENSG00000124343.11	XG	chrX	2752050	2815927	protein_coding
ENSG00000101966.11	XIAP	chrX	123859724	123913979	protein_coding
ENSG00000168334.8	XIRP1	chr3	39183210	39192596	protein_coding
ENSG00000163092.18	XIRP2	chr2	166888487	167259753	protein_coding
ENSG00000047597.5	XK	chrX	37685759	37732130	protein_coding
ENSG00000172967.7	XKR3	chr22	16783412	16821699	protein_coding
ENSG00000206579.8	XKR4	chr8	55102389	55542054	protein_coding
ENSG00000275591.3	XKR5	chr8	6808517	6835644	protein_coding
ENSG00000171044.9	XKR6	chr8	10896045	11201366	protein_coding
ENSG00000260903.2	XKR7	chr20	31968002	32003387	protein_coding
ENSG00000158156.7	XKR8	chr1	27959462	27968096	protein_coding
ENSG00000221947.6	XKR9	chr8	70669365	70790371	protein_coding
ENSG00000182489.8	XKRX	chrX	100913445	100929433	protein_coding
ENSG00000136936.9	XPA	chr9	97674909	97697357	protein_coding
ENSG00000154767.13	XPC	chr3	14145147	14178783	protein_coding
ENSG00000108039.16	XPNPEP1	chr10	109864766	109923553	protein_coding
ENSG00000122121.9	XPNPEP2	chrX	129738974	129769538	protein_coding
ENSG00000196236.11	XPNPEP3	chr22	40857077	40932815	protein_coding
ENSG00000082898.15	XPO1	chr2	61477849	61538626	protein_coding
ENSG00000132953.15	XPO4	chr13	20777329	20903048	protein_coding
ENSG00000124571.16	XPO5	chr6	43522330	43576075	protein_coding
ENSG00000169180.10	XPO6	chr16	28097979	28211920	protein_coding
ENSG00000130227.15	XPO7	chr8	21919671	22006585	protein_coding
ENSG00000184575.10	XPOT	chr12	64404350	64451127	protein_coding
ENSG00000143324.12	XPR1	chr1	180632004	180890251	protein_coding
ENSG00000073050.10	XRCC1	chr19	43543040	43580473	protein_coding
ENSG00000196584.2	XRCC2	chr7	152644779	152676165	protein_coding
ENSG00000126215.12	XRCC3	chr14	103697609	103715504	protein_coding
ENSG00000152422.14	XRCC4	chr5	83077498	83353787	protein_coding
ENSG00000079246.14	XRCC5	chr2	216107464	216206303	protein_coding
ENSG00000196419.11	XRCC6	chr22	41621119	41664048	protein_coding
ENSG00000166896.6	XRCC6BP1	chr12	57941541	57957269	protein_coding
ENSG00000114127.9	XRN1	chr3	142306607	142448062	protein_coding
ENSG00000088930.7	XRN2	chr20	21303304	21389827	protein_coding
ENSG00000166435.14	XRRA1	chr11	74807739	74949200	protein_coding
ENSG00000248993.1	XXbac-BPG181M17.5	chr6	32937364	32953122	protein_coding
ENSG00000250264.1	XXbac-BPG246D15.9	chr6	32813767	32838822	protein_coding
ENSG00000250641.1	XXbac-BPG32J3.19	chr6	31706904	31717918	protein_coding
ENSG00000204422.7	XXbac-BPG32J3.20	chr6	31686962	31714072	protein_coding
ENSG00000272104.1	XXcos-LUCA11.5	chr3	50350892	50367923	protein_coding
ENSG00000173950.14	XXYLT1	chr3	195068279	195271167	protein_coding
ENSG00000093217.8	XYLB	chr3	38346760	38421348	protein_coding
ENSG00000103489.10	XYLT1	chr16	17101769	17470881	protein_coding
ENSG00000015532.8	XYLT2	chr17	50346092	50363138	protein_coding
ENSG00000241127.6	YAE1D1	chr7	39566376	39610320	protein_coding
ENSG00000015153.13	YAF2	chr12	42157104	42238349	protein_coding
ENSG00000137693.12	YAP1	chr11	102110461	102233423	protein_coding
ENSG00000134684.9	YARS	chr1	32775237	32818153	protein_coding
ENSG00000139131.11	YARS2	chr12	32727490	32755902	protein_coding
ENSG00000182362.12	YBEY	chr21	46286337	46297751	protein_coding
ENSG00000065978.16	YBX1	chr1	42682427	42702349	protein_coding
ENSG00000006047.11	YBX2	chr17	7288252	7294615	protein_coding
ENSG00000060138.11	YBX3	chr12	10699089	10723312	protein_coding
ENSG00000161179.12	YDJC	chr22	21628089	21630064	protein_coding
ENSG00000163872.14	YEATS2	chr3	183697818	183812625	protein_coding
ENSG00000127337.5	YEATS4	chr12	69359703	69390796	protein_coding
ENSG00000176105.12	YES1	chr18	721588	812546	protein_coding
ENSG00000174851.13	YIF1A	chr11	66284580	66289170	protein_coding
ENSG00000167645.15	YIF1B	chr19	38305104	38317273	protein_coding
ENSG00000058799.12	YIPF1	chr1	53851719	53889834	protein_coding
ENSG00000130733.9	YIPF2	chr19	10922185	10928681	protein_coding
ENSG00000137207.10	YIPF3	chr6	43511827	43516990	protein_coding
ENSG00000119820.9	YIPF4	chr2	32277910	32316594	protein_coding
ENSG00000145817.15	YIPF5	chr5	144158159	144170714	protein_coding
ENSG00000181704.10	YIPF6	chrX	68498323	68537285	protein_coding
ENSG00000177752.13	YIPF7	chr4	44622065	44678556	protein_coding
ENSG00000250067.10	YJEFN3	chr19	19528861	19537581	protein_coding
ENSG00000106636.6	YKT6	chr7	44200968	44214294	protein_coding
ENSG00000119596.16	YLPM1	chr14	74763366	74859435	protein_coding
ENSG00000136758.17	YME1L1	chr10	27110112	27155266	protein_coding
ENSG00000180667.9	YOD1	chr1	207043849	207052980	protein_coding
ENSG00000100027.13	YPEL1	chr22	21697544	21735834	protein_coding
ENSG00000175155.7	YPEL2	chr17	59331689	59401729	protein_coding
ENSG00000090238.10	YPEL3	chr16	30092314	30096915	protein_coding
ENSG00000166793.9	YPEL4	chr11	57645087	57649944	protein_coding
ENSG00000119801.11	YPEL5	chr2	30146941	30160533	protein_coding
ENSG00000196449.3	YRDC	chr1	37802944	37808185	protein_coding
ENSG00000083896.11	YTHDC1	chr4	68310387	68350089	protein_coding
ENSG00000047188.14	YTHDC2	chr5	113513683	113595285	protein_coding
ENSG00000149658.16	YTHDF1	chr20	63195429	63216234	protein_coding
ENSG00000198492.13	YTHDF2	chr1	28736621	28769775	protein_coding
ENSG00000185728.15	YTHDF3	chr8	63168553	63212786	protein_coding
ENSG00000166913.11	YWHAB	chr20	44885676	44908532	protein_coding
ENSG00000108953.15	YWHAE	chr17	1344272	1400378	protein_coding
ENSG00000170027.6	YWHAG	chr7	76326794	76359031	protein_coding
ENSG00000128245.13	YWHAH	chr22	31944461	31957603	protein_coding
ENSG00000134308.12	YWHAQ	chr2	9583972	9631014	protein_coding
ENSG00000164924.16	YWHAZ	chr8	100916525	100953388	protein_coding
ENSG00000100811.9	YY1	chr14	100238298	100282792	protein_coding
ENSG00000163374.18	YY1AP1	chr1	155659443	155689000	protein_coding
ENSG00000230797.2	YY2	chrX	21855987	21858727	protein_coding
ENSG00000186919.11	ZACN	chr17	76071961	76083666	protein_coding
ENSG00000180011.6	ZADH2	chr18	75195108	75209348	protein_coding
ENSG00000146839.17	ZAN	chr7	100733626	100797797	protein_coding
ENSG00000115085.12	ZAP70	chr2	97713560	97739862	protein_coding
ENSG00000182223.7	ZAR1	chr4	48490252	48494389	protein_coding
ENSG00000189167.10	ZAR1L	chr13	32303700	32315344	protein_coding
ENSG00000169064.11	ZBBX	chr3	167240287	167381346	protein_coding
ENSG00000214717.8	ZBED1	chrX	2486414	2500967	protein_coding
ENSGR0000214717.8	ZBED1	chrY	2486414	2500967	protein_coding
ENSG00000177494.5	ZBED2	chr3	111592900	111595443	protein_coding
ENSG00000132846.5	ZBED3	chr5	77072072	77087323	protein_coding
ENSG00000100426.6	ZBED4	chr22	49853842	49890078	protein_coding
ENSG00000236287.6	ZBED5	chr11	10812074	10858796	protein_coding
ENSG00000257315.1	ZBED6	chr1	203796309	203800558	protein_coding
ENSG00000188707.5	ZBED6CL	chr7	150329789	150332721	protein_coding
ENSG00000221886.3	ZBED8	chr5	160393148	160400097	protein_coding
ENSG00000232040.2	ZBED9	chr6	28571630	28616212	protein_coding
ENSG00000124256.13	ZBP1	chr20	57603846	57620576	protein_coding
ENSG00000126804.12	ZBTB1	chr14	64503712	64533690	protein_coding
ENSG00000205189.10	ZBTB10	chr8	80485619	80526265	protein_coding
ENSG00000066422.4	ZBTB11	chr3	101648889	101677495	protein_coding
ENSG00000204366.3	ZBTB12	chr6	31899607	31901992	protein_coding
ENSG00000198081.9	ZBTB14	chr18	5289019	5297053	protein_coding
ENSG00000109906.12	ZBTB16	chr11	114059593	114250676	protein_coding
ENSG00000116809.10	ZBTB17	chr1	15941869	15976132	protein_coding
ENSG00000179456.10	ZBTB18	chr1	244048939	244057476	protein_coding
ENSG00000181472.4	ZBTB2	chr6	151364117	151391548	protein_coding
ENSG00000181722.14	ZBTB20	chr3	114338094	115147271	protein_coding
ENSG00000173276.12	ZBTB21	chr21	41986831	42010387	protein_coding
ENSG00000236104.2	ZBTB22	chr6	33314406	33317942	protein_coding
ENSG00000112365.4	ZBTB24	chr6	109462594	109483237	protein_coding
ENSG00000089775.10	ZBTB25	chr14	64449106	64505213	protein_coding
ENSG00000171448.8	ZBTB26	chr9	122915566	122931500	protein_coding
ENSG00000185670.7	ZBTB3	chr11	62748319	62754188	protein_coding
ENSG00000011590.12	ZBTB32	chr19	35704527	35717038	protein_coding
ENSG00000177485.6	ZBTB33	chrX	120250752	120258398	protein_coding
ENSG00000177125.5	ZBTB34	chr9	126860665	126885878	protein_coding
ENSG00000185278.13	ZBTB37	chr1	173868082	173903549	protein_coding
ENSG00000177311.9	ZBTB38	chr3	141324213	141449792	protein_coding
ENSG00000166860.2	ZBTB39	chr12	56998834	57006446	protein_coding
ENSG00000174282.10	ZBTB4	chr17	7459366	7484263	protein_coding
ENSG00000184677.15	ZBTB40	chr1	22451851	22531157	protein_coding
ENSG00000177888.7	ZBTB41	chr1	197153680	197200542	protein_coding
ENSG00000179627.9	ZBTB42	chr14	104800596	104804712	protein_coding
ENSG00000169155.8	ZBTB43	chr9	126805006	126838210	protein_coding
ENSG00000196323.10	ZBTB44	chr11	130226677	130314686	protein_coding
ENSG00000119574.11	ZBTB45	chr19	58513530	58538911	protein_coding
ENSG00000130584.9	ZBTB46	chr20	63743666	63831244	protein_coding
ENSG00000114853.12	ZBTB47	chr3	42653684	42665854	protein_coding
ENSG00000204859.10	ZBTB48	chr1	6580001	6589280	protein_coding
ENSG00000168826.14	ZBTB49	chr4	4290251	4321786	protein_coding
ENSG00000168795.4	ZBTB5	chr9	37438114	37465399	protein_coding
ENSG00000186130.4	ZBTB6	chr9	122908056	122913330	protein_coding
ENSG00000178951.7	ZBTB7A	chr19	4044364	4066945	protein_coding
ENSG00000160685.12	ZBTB7B	chr1	155002630	155018522	protein_coding
ENSG00000184828.8	ZBTB7C	chr18	48026673	48410752	protein_coding
ENSG00000160062.13	ZBTB8A	chr1	32539427	32605939	protein_coding
ENSG00000273274.1	ZBTB8B	chr1	32465069	32496686	protein_coding
ENSG00000176261.14	ZBTB8OS	chr1	32600172	32650903	protein_coding
ENSG00000213588.5	ZBTB9	chr6	33453970	33457548	protein_coding
ENSG00000104427.10	ZC2HC1A	chr8	78666047	78719765	protein_coding
ENSG00000118491.9	ZC2HC1B	chr6	143864436	143938356	protein_coding
ENSG00000119703.13	ZC2HC1C	chr14	75064170	75079987	protein_coding
ENSG00000135482.5	ZC3H10	chr12	56118159	56127514	protein_coding
ENSG00000215817.4	ZC3H11B	chr1	219609627	219612062	protein_coding
ENSG00000163874.8	ZC3H12A	chr1	37474552	37484379	protein_coding
ENSG00000102053.12	ZC3H12B	chrX	65366638	65507887	protein_coding
ENSG00000149289.9	ZC3H12C	chr11	110093361	110171841	protein_coding
ENSG00000178199.12	ZC3H12D	chr6	149446795	149485061	protein_coding
ENSG00000123200.15	ZC3H13	chr13	45954465	46052759	protein_coding
ENSG00000100722.17	ZC3H14	chr14	88562909	88627596	protein_coding
ENSG00000065548.16	ZC3H15	chr2	186486156	186509363	protein_coding
ENSG00000158545.14	ZC3H18	chr16	88570381	88631966	protein_coding
ENSG00000014164.6	ZC3H3	chr8	143437655	143541453	protein_coding
ENSG00000130749.8	ZC3H4	chr19	47064187	47113752	protein_coding
ENSG00000188177.12	ZC3H6	chr2	112275594	112340063	protein_coding
ENSG00000122299.10	ZC3H7A	chr16	11750586	11797267	protein_coding
ENSG00000100403.11	ZC3H7B	chr22	41301522	41360147	protein_coding
ENSG00000144161.11	ZC3H8	chr2	112211525	112255136	protein_coding
ENSG00000105939.11	ZC3HAV1	chr7	139043520	139109719	protein_coding
ENSG00000146858.7	ZC3HAV1L	chr7	139025706	139036029	protein_coding
ENSG00000091732.14	ZC3HC1	chr7	130018286	130051451	protein_coding
ENSG00000126970.14	ZC4H2	chrX	64915802	65034713	protein_coding
ENSG00000155329.10	ZCCHC10	chr5	132996985	133026604	protein_coding
ENSG00000134744.12	ZCCHC11	chr1	52408282	52553487	protein_coding
ENSG00000174460.3	ZCCHC12	chrX	118823790	118826968	protein_coding
ENSG00000187969.5	ZCCHC13	chrX	74304190	74305031	protein_coding
ENSG00000140948.10	ZCCHC14	chr16	87406246	87492045	protein_coding
ENSG00000187823.3	ZCCHC16	chrX	112454500	112457112	protein_coding
ENSG00000121766.13	ZCCHC17	chr1	31296982	31364953	protein_coding
ENSG00000166707.9	ZCCHC18	chrX	104112131	104115846	protein_coding
ENSG00000141664.8	ZCCHC2	chr18	62523007	62587709	protein_coding
ENSG00000165424.6	ZCCHC24	chr10	79382325	79445627	protein_coding
ENSG00000247315.3	ZCCHC3	chr20	296968	300321	protein_coding
ENSG00000168228.13	ZCCHC4	chr4	25312785	25370383	protein_coding
ENSG00000179300.3	ZCCHC5	chrX	78656069	78659328	protein_coding
ENSG00000083223.16	ZCCHC6	chr9	86287733	86354454	protein_coding
ENSG00000147905.16	ZCCHC7	chr9	37120539	37358149	protein_coding
ENSG00000033030.12	ZCCHC8	chr12	122471600	122500595	protein_coding
ENSG00000131732.10	ZCCHC9	chr5	81301590	81313297	protein_coding
ENSG00000139168.6	ZCRB1	chr12	42312078	42326118	protein_coding
ENSG00000078487.16	ZCWPW1	chr7	100400826	100428992	protein_coding
ENSG00000206559.6	ZCWPW2	chr3	28349146	28538122	protein_coding
ENSG00000204186.6	ZDBF2	chr2	206274663	206314428	protein_coding
ENSG00000159714.9	ZDHHC1	chr16	67394419	67416833	protein_coding
ENSG00000188818.11	ZDHHC11	chr5	795606	850986	protein_coding
ENSG00000206077.9	ZDHHC11B	chr5	710360	766952	protein_coding
ENSG00000160446.17	ZDHHC12	chr9	128720869	128724127	protein_coding
ENSG00000177054.12	ZDHHC13	chr11	19117099	19176422	protein_coding
ENSG00000175048.15	ZDHHC14	chr6	157381133	157678146	protein_coding
ENSG00000102383.12	ZDHHC15	chrX	75368427	75523502	protein_coding
ENSG00000171307.17	ZDHHC16	chr10	97446131	97457370	protein_coding
ENSG00000186908.13	ZDHHC17	chr12	76763588	76853696	protein_coding
ENSG00000204160.10	ZDHHC18	chr1	26826710	26857602	protein_coding
ENSG00000163958.12	ZDHHC19	chr3	196197449	196211437	protein_coding
ENSG00000104219.11	ZDHHC2	chr8	17156029	17224799	protein_coding
ENSG00000180776.14	ZDHHC20	chr13	21372573	21459370	protein_coding
ENSG00000175893.10	ZDHHC21	chr9	14611071	14693471	protein_coding
ENSG00000177108.5	ZDHHC22	chr14	77131270	77142734	protein_coding
ENSG00000184307.12	ZDHHC23	chr3	113947901	113965401	protein_coding
ENSG00000174165.6	ZDHHC24	chr11	66520637	66546238	protein_coding
ENSG00000163812.12	ZDHHC3	chr3	44915257	44976185	protein_coding
ENSG00000136247.13	ZDHHC4	chr7	6577434	6589374	protein_coding
ENSG00000156599.9	ZDHHC5	chr11	57667747	57701187	protein_coding
ENSG00000023041.10	ZDHHC6	chr10	112424428	112446917	protein_coding
ENSG00000153786.11	ZDHHC7	chr16	84974181	85011535	protein_coding
ENSG00000099904.14	ZDHHC8	chr22	20129456	20148007	protein_coding
ENSG00000188706.11	ZDHHC9	chrX	129803288	129843909	protein_coding
ENSG00000148516.20	ZEB1	chr10	31318495	31529814	protein_coding
ENSG00000169554.15	ZEB2	chr2	144384081	144524583	protein_coding
ENSG00000160445.9	ZER1	chr9	128729786	128772414	protein_coding
ENSG00000104231.9	ZFAND1	chr8	81701334	81732903	protein_coding
ENSG00000178381.10	ZFAND2A	chr7	1152071	1160759	protein_coding
ENSG00000158552.11	ZFAND2B	chr2	219195237	219209651	protein_coding
ENSG00000156639.10	ZFAND3	chr6	37819499	38154624	protein_coding
ENSG00000172671.18	ZFAND4	chr10	45615501	45672780	protein_coding
ENSG00000107372.11	ZFAND5	chr9	72351425	72365235	protein_coding
ENSG00000086666.17	ZFAND6	chr15	80059568	80138393	protein_coding
ENSG00000066827.14	ZFAT	chr8	134477788	134713049	protein_coding
ENSG00000133858.14	ZFC3H1	chr12	71609472	71667725	protein_coding
ENSG00000136367.13	ZFHX2	chr14	23520855	23556192	protein_coding
ENSG00000140836.13	ZFHX3	chr16	72782885	73059698	protein_coding
